"SubIn","Goals","Assists","AverageGoalspermatch","AverageAssistspermatch","Yellow","Red","SpG","AW","Tackle","Int","Fouls","OffWon","Clr","WasDribbled","BlkShots","OG","KeyPasses","Dribbles","Fouled","Offs","Disp","Trn","Avg.Passes","PassSuc%","Crosses","LB","TB","Ballond'OrNominee"
3,3,4,"0.088235294","0.117647059",6,0,"1.6","2.6","2.9","1.6","2.6","0.1",2,"0.8","0.2",0,"0.7","0.3","0.7","0.5",2,"0.9","52.6","79.7","0.1","2.4",0,"No"
3,9,20,"0.1875","0.416666667",1,0,"2.3","0.1375","1.3875",1025,"0.85",0,"0.3125",675,25,0,"2.6625",1175,"1.1375","0.2125","1.6375",1325,"56.0625","86.8125","0.75","1.5125","0.5","No"
1,2,1,"0.060606061","0.03030303",10,0,"0.3","0.5","3.4","3.7","1.8",0,"0.9","2.2","0.1",0,"0.6","0.2","1.2",0,"0.6","0.7","54.7","82.9","0.2","5.6",0,"No"
3,1,3,"0.03125","0.09375",5,0,"1.090625","0.090625","1.54375","2.11875","0.753125",0,"0.090625","0.8875",0,0,"1.271875","1.66875","1.3375","0.090625","0.971875","1.159375","34.60625","73.534375","0.271875","1.246875","0.3","No"
2,3,2,"0.103448276","0.068965517",4,1,"0.762068966","0.537931034","3.05862069","2.237931034","1.282758621",0,"0.910344828","1.910344828","0.210344828",0,"0.837931034","1.179310345","1.3","0.031034483",1,"0.713793103","34.8862069","78.9137931","0.210344828","2.451724138","0.120689655","No"
2,9,5,225,125,2,0,"2.21",95,2115,2495,475,0,"0.31","0.5","0.19",0,"2.09",1235,2185,0,"2.33",1425,56175,85125,"1.52","7.03","0.31","No"
0,1,12,"0.024390244","0.292682927",13,0,"0.331707317","0.751219512","3.275609756","1.985365854","2.1","0.134146341","1.336585366","1.348780488","0.317073171",1,"1.229268293","0.768292683","1.202439024",0,"1.736585366","1.017073171","64.01707317","84.12926829","0.1","3.470731707","0.597560976","No"
14,2,3,"0.08","0.12",7,0,"1.2","0.4","1.3","1.2","0.8",0,"0.1","0.5",0,0,"1.2","0.1","0.6","0.2","1.5","0.8","22.7","81.5","0.6","1.6","0.1","No"
2,0,8,0,"0.166666667",11,1,"0.333333333","0.6","2.541666667","1.591666667","0.866666667",275,2275,"0.891666667","0.466666667",0,"0.708333333",325,"1.1","0.183333333","0.958333333",825,"41.36666667","87.45833333","0.433333333","2.058333333","0.066666667","No"
7,6,14,"0.142857143","0.333333333",8,0,"1.614285714","0.321428571","0.742857143","0.835714286","1.314285714",0,"0.1","0.685714286",0,0,"2.942857143","1.021428571","2.85","0.221428571","2.821428571","1.6","40.56428571","85.48571429","2.307142857","1.407142857","0.157142857","No"
0,4,2,"0.121212121","0.060606061",7,0,"0.8","0.2","1.7",2,"0.9","0.2","2.3","0.3","0.4",0,2,"0.8","0.9","0.2","0.8","0.7","40.6","76.5",2,"2.2",0,"No"
0,3,3,"0.166666667","0.166666667",0,1,"2.3","0.6","1.6","1.6","0.7",0,"0.6","1.7",0,0,"2.7","2.6","2.4","0.4","2.2","0.8","44.2","78.7","1.2","2.5","0.2","No"
0,1,1,"0.033333333","0.033333333",9,0,"0.2",1,"2.5","3.1","2.1","0.3","2.8","0.8","0.3",0,"0.7","0.5","1.6",0,"1.1","0.8",36,"81.3","0.5","1.1","0.1","No"
3,1,2,"0.043478261","0.086956522",3,1,"0.2","0.7","2.7","2.1","1.2","0.2","1.3","1.3","0.1",0,"0.7","0.7","1.3",0,"0.8","0.6","30.6","69.3","0.9","2.8","0.1","No"
1,0,2,0,"0.111111111",2,0,0,"0.7","2.9","3.3","1.1","0.4","2.2","0.7","0.5",0,"0.7","0.9","1.1","0.2",1,"0.8","37.5","74.2","0.5","1.7",0,"No"
7,1,1,"0.033333333","0.033333333",3,0,"0.8","0.8","2.9","2.1","2.1",0,"1.8",1,"0.3",0,"0.6","1.2","2.3",0,"1.1","0.8","30.8","80.2","0.2",1,"0.1","No"
0,2,0,"0.046511628",0,12,1,"0.38372093","1.202325581","2.269767442","2.353488372","0.888372093","0.909302326","4.360465116","0.755813953","0.641860465",0,"0.337209302","0.309302326","1.425581395","0.134883721","0.311627907","0.202325581","50.00697674","82.99302326","0.020930233","6.520930233",0,"No"
6,6,9,"0.15",225,2,1,1855,75,"0.52",705,545,0,"0.15",435,75,0,"2.42",785,"0.45","0.18","1.96",1255,"53.83",90645,"1.37","1.51",405,"No"
7,0,1,0,"0.045454545",5,1,"0.163636364","0.954545455","1.327272727","0.663636364","0.809090909","0.709090909","2.3","0.545454545","0.472727273",0,"0.245454545","0.545454545","0.463636364","0.081818182","0.381818182","0.581818182","33.78181818","89.07272727","0.136363636","1.381818182","0.081818182","No"
12,13,8,"0.333333333","0.205128205",4,0,"2.4","0.712820513","0.728205128","0.748717949","0.948717949",0,"0.251282051","0.261538462","0.112820513",0,"1.205128205","0.348717949","1.148717949","0.374358974","1.276923077","1.4","31.23076923","78.12051282","0.174358974","2.235897436","0.538461538","No"
1,2,3,"0.074074074","0.111111111",8,1,"0.9","1.7",2,"3.2","1.6","0.4","3.7","0.4","0.7",1,"0.2","0.2","0.4","0.2","0.1","0.2","2.7","70.1",0,"3.9",0,"No"
8,17,1,"0.53125","0.03125",0,0,"2.5","1.4","0.6","0.8","1.6",0,"0.7","0.2","0.1",0,"0.7","0.4","0.9","0.7","1.6","1.7","20.2",68,0,"0.3",0,"No"
0,3,1,"0.090909091","0.03030303",6,0,"0.636363636","1.990909091","1.7","2.345454545","1.509090909","0.945454545","8.409090909","0.5","0.581818182",0,"0.3",0,"0.536363636",0,"0.2","0.081818182","40.01818182","82.82727273",0,"4.818181818",0,"No"
0,19,5,"0.59375","0.15625",6,1,"2.2","1.8","1.4","0.7","1.4",0,"0.4","0.7",0,0,"1.5","1.2","2.1","1.4","2.5","2.1","35.9","79.1","0.5","1.3","0.5","No"
5,6,2,"0.25","0.083333333",3,1,2125,"0.266666667","1.45","1.016666667","0.7875",0,"0.108333333","0.483333333","0.066666667",0,"0.891666667",1125,"1.354166667","0.304166667","1.104166667","1.658333333","25.65416667","77.90416667","0.3875","0.758333333","0.404166667","No"
2,16,2,"0.470588235","0.058823529",1,0,"3.2","1.8","0.4","0.5","0.8",0,"0.6","0.4","0.2",0,"0.6","0.6","1.6","0.8","2.5","2.6","22.7","74.1",0,"0.5","0.1","No"
12,6,1,"0.230769231","0.038461538",2,1,"1.4","0.9","0.4","0.3","0.8",0,"0.2","0.2",0,0,1,"0.2","0.9","0.5","0.9","0.8","13.4","71.1",0,"0.2","0.1","No"
4,7,2,"0.205882353","0.058823529",2,0,"2.6","1.7","0.6","0.4","2.2",0,"0.7","0.2","0.1",0,"1.3","0.8","0.9","0.7","2.6","1.5","21.8",71,"0.3","0.4","0.2","No"
2,6,2,"0.222222222","0.074074074",6,0,3,"0.9","0.4","0.4","1.6",0,"0.1","0.1",0,0,"0.9","0.5","1.6","0.6","2.7","3.1","22.3","74.9","0.1","0.6","0.2","No"
10,8,1,"0.235294118","0.029411765",2,0,"1.158823529","2.194117647","0.688235294","0.752941176","1.658823529",0,"0.658823529","0.376470588","0.094117647",0,"0.782352941","0.282352941","1.223529412","0.941176471","1.317647059","2.288235294","18.91764706","71.21764706","0.094117647","0.376470588",0,"No"
15,11,1,"0.423076923","0.038461538",2,0,"2.5",0,"0.673076923","0.192307692","0.480769231",0,"0.096153846","0.192307692",0,0,"0.576923077","0.673076923","0.480769231","0.480769231","0.961538462","1.346153846","11.23076923","81.25",0,"0.192307692","0.096153846","No"
7,5,3,"0.172413793","0.103448276",2,0,"1.8","1.9","0.7","0.5",2,0,"0.5","0.7","0.1",0,"0.7","0.9","1.6","0.7","1.3","1.3",15,"63.1",0,"0.2",0,"No"
8,19,2,"0.441860465","0.046511628",4,0,"2.748837209","0.681395349","0.351162791","0.23255814","1.06744186",0,"0.23255814","0.08372093","0.1",0,"0.7","0.4","1.202325581","1.113953488","1.762790698","1.78372093","18.85813953","78.99767442","0.08372093","0.818604651","0.1","No"
19,12,9,"0.255319149","0.191489362",7,1,"2.259574468","0.761702128","0.89787234","0.353191489","1.131914894",0,"0.085106383","0.378723404",0,0,"1.085106383","1.217021277","1.004255319","0.417021277","1.974468085","1.859574468","16.48085106","73.45106383","0.289361702","0.289361702","0.089361702","No"
0,2,0,"0.076923077",0,4,0,"0.546153846","1.746153846","1.053846154","1.407692308","1.207692308","0.715384615","5.561538462","0.084615385","0.5",0,"0.123076923",0,"0.753846154",0,"0.169230769","0.215384615","39.67692308","88.23846154",0,"2.238461538",0,"No"
8,7,0,"0.269230769",0,4,0,"1.5","0.5","2.3","1.4",1,0,"0.4","1.4","0.2",0,"0.7","1.1","1.5","0.5","1.3",1,"15.9","82.8","0.1","0.2",0,"No"
3,2,2,"0.055555556","0.055555556",6,0,"1.6","0.5","3.1","0.9","1.3",0,"0.6","0.4","0.2",0,"1.4","2.2","1.8","0.1",2,"1.1","46.7","88.6","0.1","1.3","0.1","No"
8,17,4,"0.404761905","0.095238095",6,0,"2.028571429","3.938095238","1.123809524","0.938095238","2.352380952",0,"1.20952381","1.128571429","0.080952381",0,"0.842857143","0.828571429","2.571428571","1.042857143","1.461904762","2.123809524","24.22380952","67.05714286","0.080952381","0.4","0.138095238","No"
0,3,1,"0.069767442","0.023255814",10,1,"0.669767442","2.134883721","1.411627907","2.551162791","1.337209302","0.751162791","4.118604651","0.318604651","0.472093023",0,"0.230232558","0.558139535",1,"0.153488372","0.346511628","0.527906977","49.28604651","82.75581395","0.076744186","6.460465116",0,"No"
7,4,3,"0.285714286","0.214285714",1,0,"2.392857143","0.185714286","0.742857143","0.278571429","0.628571429",0,"0.092857143","0.464285714","0.092857143",0,"2.321428571","0.928571429","0.928571429","0.278571429","1.928571429","1.3","29.1","84.67857143",0,"0.928571429","0.371428571","No"
1,2,5,"0.064516129","0.161290323",12,1,"1.4","0.5","3.4","3.4","2.8",0,"0.5",1,"0.1",1,"2.1","0.2","1.2",0,"1.3","1.2","54.2","81.4","1.7","5.8","0.1","No"
7,2,6,"0.045454545","0.136363636",5,0,"1.445454545","0.572727273","2.890909091","1.981818182","1.818181818",0,"0.845454545","0.918181818","0.1",0,"1.009090909","0.581818182","1.509090909",0,"1.1","0.990909091","48.03636364","85.84545455","0.154545455","6.872727273","0.263636364","No"
1,3,8,"0.1","0.266666667",7,0,"2.1","0.1","1.8","1.2","1.2",0,"0.3","1.1","0.1",0,"2.5","1.2","1.2",0,"1.9","0.9","59.2","86.8","0.8",3,"0.6","No"
0,1,4,"0.020833333","0.083333333",5,0,"0.45625","0.522916667","2.49375","2.689583333","0.547916667","0.220833333","1.139583333","1.395833333",175,0,"1.195833333","1.21875","0.897916667",0,775,"0.295833333","74.51458333","90.59166667","0.408333333","6.5625","0.089583333","No"
3,10,6,"0.322580645","0.193548387",2,0,"2.180645161","2.722580645","0.661290323","0.3","1.006451613",0,"1.090322581","0.3","0.3",0,"1.151612903","0.180645161","1.119354839","0.841935484","2.029032258","2.203225806","31.16774194","74.10967742","0.270967742","1.64516129","0.090322581","No"
0,1,0,"0.03030303",0,13,2,"0.727272727","1.818181818",3,"3.209090909","2.181818182","0.845454545","4.909090909","0.818181818","0.754545455",0,"0.454545455","1.636363636","1.845454545",0,"0.845454545","0.545454545","32.3","76.57272727","0.181818182","2.727272727",0,"No"
16,5,0,"0.185185185",0,0,0,"1.4","0.4","0.7","0.6","0.6",0,"0.1","0.7",0,0,"0.5","1.4","0.7","0.3","1.2","0.9","13.7","78.4","0.1","0.4",0,"No"
7,1,2,"0.026315789","0.052631579",5,1,"0.484210526","0.671052632","2.560526316","2.226315789","1.547368421","0.457894737","1.976315789","1.368421053","0.128947368","0.3","0.568421053","0.771052632","0.528947368",0,"0.855263158","0.715789474","38.32368421","83.58947368","0.771052632","1.610526316",0,"No"
0,3,0,"0.12",0,5,1,"0.5","1.7","5.3","5.3","1.3",0,"1.2","1.5","0.4",0,"0.3","0.7","1.7","0.1","0.9","0.6","50.5","78.9","0.2",3,0,"No"
